id,Relaxation,safety,Familiarity,Crowding,Stayability,Stress Perception
17697,4,2,2,3,4,3
17698,3,4,3,4,4,2.8
17699,2,2,2,3,2,3.8
17700,4,4,3,3,4,2.4
17701,3,4,4,4,4,2.6
17702,4,3,3,3,4,2.6
17703,4,3,3,3,4,2.6
17704,4,4,3,3,4,2.4
17705,2,2,2,3,2,3.8
17706,2,2,2,3,2,3.8
17707,2,1,2,3,2,4
17708,2,1,2,3,2,4
17709,2,1,2,3,2,4
17710,2,1,2,3,2,4
17711,2,3,3,4,2,3.6
17712,2,1,3,4,3,3.8
17713,2,1,3,3,3,3.6
17714,2,2,3,3,3,3.4
17715,2,2,3,3,3,3.4
17716,2,2,3,3,3,3.4
17717,2,2,3,3,3,3.4
17718,2,2,3,3,2,3.6
17719,3,3,3,4,3,3.2
17720,3,3,4,4,3,3
17721,4,4,4,4,5,2.2
17722,4,4,3,4,4,2.6
17723,3,3,4,4,4,2.8
17724,4,4,4,4,5,2.2
17725,4,2,3,3,4,2.8
17726,4,2,3,3,4,2.8
17728,4,4,4,4,4,2.4
17729,4,3,4,4,5,2.4
17730,4,3,3,4,4,2.8
17731,4,2,3,3,3,3
17732,4,4,4,3,4,2.2
17733,4,4,3,4,5,2.4
17734,3,3,3,3,3,3
17735,3,3,3,3,4,2.8
17736,3,2,2,3,3,3.4
17737,2,2,2,3,2,3.8
17738,3,2,2,3,3,3.4
17739,2,2,2,3,2,3.8
17740,3,3,3,3,3,3
17741,2,2,3,3,3,3.4
17742,4,3,3,4,4,2.8
17743,3,3,2,4,4,3.2
17744,4,3,3,4,4,2.8
17745,4,3,3,4,4,2.8
17746,2,2,1,4,3,4
17747,2,2,2,3,2,3.8
17748,3,4,3,4,4,2.8
17749,3,4,3,4,4,2.8
17750,3,2,2,4,3,3.6
17751,4,4,4,4,4,2.4
17752,4,4,4,4,5,2.2
17753,3,4,4,4,4,2.6
17754,3,4,4,4,4,2.6
17755,3,3,3,4,3,3.2
17756,2,2,1,3,2,4
17757,2,3,3,4,2,3.6
17758,2,3,3,4,3,3.4
17759,3,3,3,3,4,2.8
17760,3,3,3,3,3,3
17761,2,3,3,3,3,3.2
17762,2,3,3,4,2,3.6
17763,2,3,3,4,3,3.4
17764,3,3,3,4,3,3.2
17765,2,3,3,4,3,3.4
17766,3,2,2,2,2,3.4
17767,3,2,2,3,3,3.4
17768,3,2,2,2,3,3.2
17769,2,2,2,4,2,4
17770,2,2,2,3,2,3.8
17771,2,2,2,3,2,3.8
17772,4,3,3,3,4,2.6
17773,3,3,4,4,3,3
17774,3,3,3,3,4,2.8
17775,3,3,3,3,4,2.8
17776,2,3,3,4,3,3.4
17777,3,4,4,4,4,2.6
17778,4,3,4,3,4,2.4
17779,3,3,4,4,4,2.8
17780,3,3,3,3,3,3
17781,3,3,4,4,4,2.8
17782,3,4,4,4,4,2.6
17783,3,4,3,4,4,2.8
17784,3,3,3,4,4,3
17785,3,4,4,4,4,2.6
17786,2,2,2,5,2,4.2
17787,4,4,3,4,5,2.4
17788,3,4,4,4,4,2.6
17789,2,2,2,4,2,4
17790,2,3,2,4,2,3.8
17791,4,2,3,4,5,2.8
17792,3,4,3,4,4,2.8
17793,2,3,3,4,3,3.4
17794,2,2,2,4,1,4.2
17795,2,3,2,4,3,3.6
17796,3,2,2,4,3,3.6
17797,3,3,2,4,3,3.4
17798,2,2,2,5,2,4.2
17799,3,3,2,4,3,3.4
17800,2,3,3,4,3,3.4
17801,3,3,2,4,3,3.4
17802,3,4,4,4,4,2.6
17803,2,3,2,4,3,3.6
17804,3,3,3,4,4,3
17805,3,4,4,4,4,2.6
17806,3,4,3,4,4,2.8
17807,4,4,4,4,5,2.2
17808,3,4,3,4,3,3
17809,3,3,3,3,3,3
17810,3,3,3,3,3,3
17811,3,3,3,3,4,2.8
17812,3,2,3,3,3,3.2
17813,3,3,3,3,3,3
17814,4,3,3,3,4,2.6
17815,3,3,3,3,4,2.8
17816,3,3,2,3,3,3.2
17817,3,3,3,4,3,3.2
17818,3,3,2,4,3,3.4
17819,2,3,3,3,3,3.2
17824,3,2,3,3,3,3.2
17826,3,3,3,3,3,3
17832,2,2,3,4,3,3.6
17833,4,2,3,3,4,2.8
17834,4,2,3,3,4,2.8
17835,4,3,3,4,4,2.8
17836,4,2,3,3,4,2.8
17837,4,2,3,3,4,2.8
17838,4,2,3,2,4,2.6
17844,4,3,3,3,4,2.6
17846,3,4,3,4,4,2.8
17848,4,4,4,4,5,2.2
17849,2,2,3,4,3,3.6
17850,3,4,3,4,3,3
17851,4,4,4,4,5,2.2
17852,4,4,3,4,5,2.4
17853,3,3,3,4,4,3
17854,3,3,4,3,4,2.6
17855,3,3,3,3,4,2.8
17856,3,3,3,4,4,3
17857,3,3,3,4,4,3
17859,3,3,3,3,4,2.8
17862,4,4,4,3,4,2.2
17863,4,4,4,4,4,2.4
17864,4,4,4,3,4,2.2
17865,4,4,4,3,4,2.2
17866,3,4,4,4,4,2.6
17867,3,3,3,3,4,2.8
17868,3,3,3,3,4,2.8
17869,3,3,2,3,3,3.2
17870,3,3,3,3,3,3
17871,3,3,3,3,4,2.8
17872,3,3,4,3,4,2.6
17873,3,3,3,4,3,3.2
17874,3,3,4,3,3,2.8
17875,3,3,4,3,4,2.6
17876,3,3,4,3,4,2.6
17877,3,3,4,4,4,2.8
17878,2,3,3,4,3,3.4
17879,3,3,3,4,3,3.2
17880,2,3,3,4,3,3.4
17881,2,3,3,4,3,3.4
17882,2,3,3,4,2,3.6
17883,4,2,3,3,4,2.8
17884,4,2,3,3,4,2.8
17885,3,4,4,3,4,2.4
17886,4,2,3,3,4,2.8
17887,4,2,3,3,4,2.8
17888,4,2,3,3,4,2.8
17889,4,2,3,3,4,2.8
17890,4,3,3,3,4,2.6
17891,4,2,3,3,4,2.8
17894,3,3,3,3,3,3
17895,3,3,3,3,3,3
17896,2,3,3,3,3,3.2
17898,3,3,3,3,4,2.8
17899,2,3,3,3,3,3.2
17900,2,3,3,4,3,3.4
17901,2,3,3,4,3,3.4
17902,2,3,3,4,2,3.6
17903,1,3,3,4,2,3.8
17904,2,4,3,4,3,3.2
17905,3,3,3,2,4,2.6
17906,4,3,4,3,4,2.4
17907,4,4,4,3,4,2.2
17908,4,3,4,2,4,2.2
17909,3,4,3,4,4,2.8
17910,3,3,3,4,4,3
17911,3,3,3,3,4,2.8
17912,3,4,4,3,4,2.4
17913,3,4,4,4,4,2.6
17914,3,4,3,3,4,2.6
17915,4,3,3,4,5,2.6
17916,4,3,3,3,4,2.6
17917,3,4,3,4,4,2.8
17918,3,3,3,4,4,3
17919,3,4,4,3,4,2.4
17920,3,3,3,4,4,3
17921,3,4,4,4,4,2.6
17922,4,4,4,3,4,2.2
17923,3,4,4,4,3,2.8
17924,4,3,3,3,4,2.6
17925,3,3,3,3,3,3
17926,2,3,2,2,3,3.2
17927,4,4,4,4,5,2.2
17928,4,4,4,4,5,2.2
17929,3,4,4,4,5,2.4
17930,2,3,3,5,3,3.6
17931,3,3,3,3,4,2.8
17932,4,4,3,4,4,2.6
17933,3,4,4,4,4,2.6
17934,3,4,4,3,4,2.4
17935,3,4,3,4,4,2.8
17936,3,4,3,4,5,2.6
17937,4,4,4,4,5,2.2
17938,3,3,3,4,3,3.2
17939,3,4,4,4,4,2.6
17940,4,3,3,3,4,2.6
17941,3,4,3,3,4,2.6
17942,4,4,3,3,4,2.4
17943,3,4,4,3,4,2.4
17944,3,4,4,4,4,2.6
17945,3,4,4,3,4,2.4
17946,3,3,3,2,4,2.6
17947,3,4,4,4,4,2.6
17948,3,4,3,4,4,2.8
17949,3,3,4,4,3,3
17950,3,3,3,3,4,2.8
17951,4,4,4,4,5,2.2
17952,4,4,4,4,5,2.2
17953,4,4,4,3,4,2.2
17954,3,4,4,3,4,2.4
17955,3,3,4,4,4,2.8
17956,3,4,4,3,4,2.4
17957,3,4,4,3,4,2.4
17958,3,4,4,3,4,2.4
17962,3,3,4,4,4,2.8
17963,3,4,4,4,4,2.6
17964,3,4,4,4,4,2.6
17965,4,3,4,3,4,2.4
17966,4,2,3,3,4,2.8
17967,4,2,3,3,4,2.8
17968,4,3,3,3,4,2.6
17969,4,3,3,3,4,2.6
17970,3,4,4,3,4,2.4
17971,3,4,4,4,4,2.6
17972,3,3,4,4,4,2.8
17973,4,3,3,3,4,2.6
17974,4,3,3,3,4,2.6
17975,3,3,3,3,3,3
17976,3,3,3,3,4,2.8
17977,3,4,4,4,4,2.6
17978,3,4,4,4,4,2.6
17979,3,4,4,4,4,2.6
17980,2,3,2,4,2,3.8
17986,4,4,4,3,4,2.2
17987,4,4,4,3,4,2.2
17988,4,4,4,3,4,2.2
17989,4,4,4,3,4,2.2
17990,4,4,4,3,4,2.2
17991,4,4,4,3,5,2
17992,4,4,4,3,4,2.2
17993,4,4,4,3,4,2.2
17994,3,3,4,3,3,2.8
17995,3,3,4,3,4,2.6
17996,4,4,4,3,4,2.2
17997,4,4,4,3,4,2.2
17998,4,4,4,4,4,2.4
17999,4,4,4,3,4,2.2
18000,4,4,4,3,4,2.2
18001,4,4,4,4,4,2.4
18002,4,4,4,3,4,2.2
18003,4,4,4,3,4,2.2
18004,4,4,4,3,4,2.2
18005,3,3,3,3,4,2.8
18006,3,3,4,4,3,3
18007,3,4,4,3,4,2.4
18008,3,4,4,4,4,2.6
18009,3,4,3,3,4,2.6
18010,3,4,4,3,4,2.4
18011,3,4,4,3,4,2.4
18012,3,3,3,3,3,3
18013,3,3,3,4,4,3
18014,3,3,3,4,3,3.2
18015,3,4,3,4,3,3
18016,3,3,4,3,4,2.6
18017,3,4,3,3,4,2.6
18018,3,3,4,4,3,3
18019,3,4,4,4,4,2.6
18022,2,3,2,4,3,3.6
18024,2,3,2,4,2,3.8
18025,2,2,2,4,2,4
18026,4,4,4,3,4,2.2
18027,4,4,4,3,4,2.2
18028,4,4,4,3,4,2.2
18029,2,3,4,4,3,3.2
18030,3,3,4,4,4,2.8
18031,3,3,3,3,3,3
18032,2,3,3,3,3,3.2
18033,3,3,3,3,3,3
18034,3,3,3,3,4,2.8
18035,3,3,3,2,3,2.8
18036,2,2,2,4,2,4
18037,2,2,3,4,3,3.6
18038,2,2,2,2,2,3.6
18039,2,1,2,2,2,3.8
18040,2,2,3,3,3,3.4
18041,2,1,2,3,2,4
18044,2,1,2,3,2,4
18045,2,1,1,3,2,4.2
18046,2,3,3,3,3,3.2
18047,2,3,3,3,2,3.4
18048,2,2,3,3,2,3.6
18049,2,2,2,4,2,4
18050,2,3,3,3,2,3.4
18051,2,1,1,4,2,4.4
18052,2,2,2,4,2,4
18053,2,2,2,3,2,3.8
18054,2,2,2,3,2,3.8
18055,2,2,3,4,2,3.8
18056,2,2,3,3,2,3.6
18058,2,2,2,4,3,3.8
18059,3,4,3,3,4,2.6
18060,4,4,3,3,3,2.6
18063,3,3,2,4,3,3.4
18064,2,1,2,2,2,3.8
18065,2,1,2,2,1,4
18066,2,4,1,4,1,4
18067,3,3,3,3,3,3
18068,2,3,2,4,5,3.2
18069,2,2,3,3,2,3.6
18072,4,3,3,3,4,2.6
18082,4,2,2,3,2,3.4
18083,4,2,3,3,4,2.8
18084,4,4,4,3,5,2
18085,4,3,3,3,4,2.6
18086,4,2,3,3,2,3.2
18087,4,3,3,3,4,2.6
18089,2,2,2,4,2,4
18090,3,3,3,5,2,3.6
18091,2,2,2,5,2,4.2
18093,2,1,2,5,2,4.4
18098,3,3,3,3,4,2.8
18099,3,4,4,3,4,2.4
18100,3,3,3,3,4,2.8
18102,4,3,3,3,4,2.6
18107,4,2,3,3,2,3.2
18112,2,1,2,2,1,4
18113,2,1,2,2,1,4
18114,2,1,1,2,1,4.2
18115,2,1,1,2,1,4.2
18116,2,1,1,3,1,4.4
18117,2,1,1,4,3,4.2
18118,2,2,2,3,2,3.8
18119,2,1,1,4,1,4.6
18120,2,1,1,4,1,4.6
18121,2,3,3,4,3,3.4
18122,2,3,3,4,3,3.4
18123,2,3,2,4,1,4
18124,1,1,2,5,1,4.8
18125,2,2,3,4,2,3.8
18126,2,2,2,4,2,4
18127,2,2,2,4,2,4
18128,4,4,4,3,4,2.2
18129,3,3,3,3,4,2.8
18130,3,3,3,3,3,3
18131,2,1,1,3,2,4.2
18132,2,1,1,2,1,4.2
18133,2,1,1,3,1,4.4
18134,1,1,1,5,1,5
18135,2,2,1,3,2,4
18136,2,1,2,3,2,4
18137,2,2,2,3,2,3.8
18138,2,1,1,3,2,4.2
18139,2,1,1,3,1,4.4
18140,2,1,1,3,1,4.4
18141,2,1,2,5,1,4.6
18142,2,1,1,3,2,4.2
18143,3,3,2,4,3,3.4
18156,1,1,1,3,4,4
18157,1,1,1,3,2,4.4
18158,2,1,1,5,1,4.8
18159,2,1,1,2,1,4.2
18160,2,1,1,2,1,4.2
18161,2,1,1,5,1,4.8
18162,2,1,2,3,2,4
18163,2,1,1,3,2,4.2
18164,2,3,2,4,3,3.6
18165,2,1,1,4,1,4.6
18166,2,2,1,4,2,4.2
18167,1,1,1,4,1,4.8
18168,1,1,1,4,1,4.8
18169,1,1,1,4,1,4.8
18170,1,1,1,4,1,4.8
18171,2,2,1,4,1,4.4
18172,2,2,3,4,2,3.8
18173,2,2,2,4,3,3.8
18174,2,2,2,4,2,4
18175,2,1,1,4,1,4.6
18176,2,1,1,3,2,4.2
18177,3,2,2,3,3,3.4
18178,4,2,3,3,4,2.8
18179,4,2,2,3,4,3
18180,3,1,1,3,2,4
18181,2,1,1,4,1,4.6
18182,2,1,1,3,2,4.2
18183,2,1,1,3,2,4.2
18184,2,2,2,2,2,3.6
18185,3,2,3,3,4,3
18186,3,1,3,3,4,3.2
18187,2,1,1,2,1,4.2
18188,2,1,2,2,1,4
18189,2,1,2,2,2,3.8
18190,2,1,2,2,2,3.8
18191,2,2,2,2,2,3.6
18192,4,2,3,3,5,2.6
18193,4,4,3,4,5,2.4
18194,4,3,3,4,4,2.8
18195,4,3,3,4,3,3
18196,2,2,2,3,3,3.6
18197,2,1,2,3,2,4
18198,2,1,2,2,2,3.8
18199,2,1,1,2,1,4.2
18200,2,1,1,3,1,4.4
18201,2,1,1,4,1,4.6
18202,2,1,2,3,2,4
18203,3,2,2,3,3,3.4
18204,3,2,2,3,3,3.4
18205,3,1,1,3,2,4
18206,2,1,1,3,2,4.2
18207,3,1,2,3,2,3.8
18208,4,3,3,3,4,2.6
18209,3,3,3,3,4,2.8
18210,4,3,3,3,4,2.6
18211,3,3,3,4,4,3
18212,3,3,3,4,4,3
18213,3,3,2,3,3,3.2
18214,3,2,3,3,3,3.2
18215,4,2,3,3,4,2.8
18216,4,3,3,3,4,2.6
18217,4,2,2,3,3,3.2
18218,2,1,2,3,2,4
18219,3,2,2,3,3,3.4
18220,3,2,2,3,2,3.6
18221,2,2,1,3,3,3.8
18222,3,2,2,3,3,3.4
18223,3,2,2,3,3,3.4
18224,3,1,2,2,2,3.6
18225,3,2,2,2,2,3.4
18226,4,1,2,2,2,3.4
18227,3,1,2,3,2,3.8
18228,4,1,2,2,2,3.4
18229,3,2,2,2,2,3.4
18231,2,1,2,3,2,4
18232,3,2,2,2,2,3.4
18233,2,1,2,2,2,3.8
18234,2,1,1,3,2,4.2
18235,2,1,1,3,2,4.2
18236,2,1,2,4,1,4.4
18237,2,2,2,4,3,3.8
18238,2,1,1,3,2,4.2
18239,2,1,2,2,2,3.8
18247,2,2,2,5,2,4.2
18248,2,2,2,5,2,4.2
18249,2,1,1,3,2,4.2
18250,2,1,2,3,2,4
18251,2,1,1,3,2,4.2
18252,2,1,1,3,2,4.2
18253,2,1,1,2,2,4
18254,2,1,1,3,2,4.2
18255,2,2,1,3,2,4
18256,2,2,1,3,2,4
18257,3,2,2,3,2,3.6
18258,4,4,2,2,4,2.4
18259,3,2,3,3,5,2.8
18260,2,2,2,4,2,4
18261,2,3,2,4,2,3.8
18262,4,3,3,5,5,2.8
18263,4,3,3,4,4,2.8
18264,4,3,3,3,4,2.6
18265,3,3,3,2,3,2.8
18266,2,2,2,3,2,3.8
18267,2,1,1,3,2,4.2
18268,2,2,1,4,2,4.2
18269,2,1,1,4,1,4.6
18270,2,2,2,3,2,3.8
18271,2,2,2,2,2,3.6
18272,4,3,3,3,4,2.6
18273,4,3,4,3,4,2.4
18274,3,3,3,3,3,3
18275,3,3,2,4,4,3.2
18276,3,3,2,3,5,2.8
18277,3,2,3,4,2,3.6
18278,3,3,3,4,3,3.2
18279,3,3,3,5,4,3.2
18280,4,3,3,4,4,2.8
18281,3,2,3,4,3,3.4
18282,4,3,4,4,5,2.4
18283,3,3,3,4,3,3.2
18284,3,3,3,4,3,3.2
18285,4,3,3,3,4,2.6
18286,4,4,3,3,5,2.2
18287,2,2,2,5,1,4.4
18288,3,2,2,4,4,3.4
18289,3,2,2,4,5,3.2
18290,3,2,2,4,5,3.2
18291,3,2,3,4,5,3
18292,3,3,3,3,3,3
18293,3,3,4,4,4,2.8
18294,2,2,2,5,2,4.2
18295,5,3,3,3,4,2.4
18296,4,4,4,3,5,2
18297,3,3,1,5,4,3.6
18298,4,4,3,3,4,2.4
18299,4,5,3,4,4,2.4
18300,4,2,3,4,3,3.2
18301,4,2,3,3,4,2.8
18302,4,3,3,3,4,2.6
18303,5,1,2,3,4,3
18304,4,3,3,3,3,2.8
18305,3,3,3,3,4,2.8
18306,4,3,4,3,4,2.4
18307,4,3,3,3,4,2.6
18308,4,3,3,3,4,2.6
18309,4,4,4,3,4,2.2
18310,3,3,3,3,3,3
18311,3,3,3,3,3,3
18312,3,4,4,4,4,2.6
18313,3,3,4,3,4,2.6
18314,2,2,3,3,2,3.6
18315,3,2,2,2,2,3.4
18316,2,1,1,5,1,4.8
18317,3,3,3,4,4,3
18318,3,3,3,4,4,3
18319,4,2,2,3,4,3
18320,3,1,2,2,2,3.6
18321,4,3,3,4,5,2.6
18322,2,3,2,4,5,3.2
18323,4,3,3,4,4,2.8
18324,3,4,3,4,4,2.8
18325,4,3,3,4,3,3
18326,2,1,1,3,2,4.2
18327,2,1,2,2,1,4
18328,2,3,2,5,1,4.2
18329,2,1,1,3,1,4.4
18330,3,1,2,2,2,3.6
18331,4,1,2,2,3,3.2
18332,4,1,2,2,3,3.2
18333,4,1,2,2,3,3.2
18336,2,1,2,1,1,3.8
18345,2,1,2,1,1,3.8
18348,2,1,1,4,2,4.4
18349,2,1,1,3,2,4.2
18350,2,1,2,3,2,4
18351,3,1,2,3,2,3.8
18359,2,1,1,4,2,4.4
18360,2,1,1,2,1,4.2
18361,2,1,1,2,1,4.2
18362,3,1,4,3,4,3
18363,3,1,1,3,4,3.6
18364,3,1,1,3,2,4
18365,2,1,1,3,2,4.2
18366,2,1,2,4,2,4.2
18368,3,1,1,1,2,3.6
18369,3,1,1,3,2,4
18370,2,2,1,3,1,4.2
18371,4,2,1,4,4,3.4
18372,3,1,2,3,2,3.8
18373,4,2,2,3,1,3.6
18374,4,1,2,3,2,3.6
18375,3,1,1,3,1,4.2
18376,3,1,1,3,2,4
18377,2,1,2,3,1,4.2
18382,3,1,1,3,2,4
18384,2,1,2,2,2,3.8
18385,3,1,2,2,2,3.6
18386,3,1,2,2,2,3.6
18387,2,1,2,3,2,4
18388,3,1,2,2,2,3.6
18389,3,1,2,2,2,3.6
18390,3,1,2,2,2,3.6
18391,3,1,2,2,2,3.6
18392,3,1,2,2,2,3.6
18393,3,1,2,2,2,3.6
18394,3,1,2,2,2,3.6
18395,3,2,2,2,2,3.4
18396,2,1,2,2,2,3.8
18397,2,1,2,2,2,3.8
18398,2,1,1,4,1,4.6
18399,2,1,1,4,1,4.6
18400,2,1,1,3,1,4.4
18401,2,1,1,2,1,4.2
18402,2,1,1,2,1,4.2
18403,2,1,1,3,1,4.4
18404,2,1,1,3,1,4.4
18405,4,2,3,2,3,2.8
18406,4,2,3,2,4,2.6
18407,3,2,3,3,3,3.2
18408,4,2,3,2,3,2.8
18409,4,2,3,2,3,2.8
18410,4,2,3,2,3,2.8
18411,3,1,1,3,2,4
18412,3,1,1,3,2,4
18413,2,1,1,3,2,4.2
18414,2,1,1,3,2,4.2
18415,3,1,2,2,2,3.6
18416,2,1,1,3,2,4.2
18417,3,2,2,2,2,3.4
18418,3,1,2,3,2,3.8
18419,4,2,2,3,2,3.4
18420,3,1,2,2,3,3.4
18421,3,1,2,3,2,3.8
18422,4,2,2,3,3,3.2
18423,3,2,2,2,2,3.4
18424,2,1,1,3,2,4.2
18425,2,1,1,3,1,4.4
18426,2,1,1,3,1,4.4
18427,2,1,1,3,2,4.2
18428,3,1,1,3,2,4
18429,3,1,2,3,2,3.8
18430,2,1,2,3,2,4
18431,4,1,2,2,2,3.4
18432,3,1,2,2,2,3.6
18433,4,2,2,2,2,3.2
18434,3,2,2,2,2,3.4
18436,4,1,2,2,3,3.2
18437,4,1,2,3,4,3.2
18438,3,1,2,2,2,3.6
18440,3,1,2,2,2,3.6
18441,1,1,1,4,1,4.8
18442,1,1,1,5,1,5
18443,1,1,1,4,2,4.6
18444,3,1,2,2,2,3.6
18445,3,1,2,2,2,3.6
18446,3,1,2,2,2,3.6
18447,3,1,2,2,2,3.6
18448,3,1,2,2,2,3.6
18449,3,1,2,2,2,3.6
18450,3,1,2,2,2,3.6
18451,3,1,2,2,2,3.6
18452,3,1,2,2,2,3.6
18453,3,1,2,2,2,3.6
18454,3,1,1,2,2,3.8
18455,3,1,1,3,2,4
18456,3,1,2,2,2,3.6
18460,3,1,2,3,1,4
18461,3,1,2,2,1,3.8
18463,4,1,2,3,2,3.6
18464,2,1,1,3,1,4.4
18465,4,2,3,3,4,2.8
18466,4,2,3,3,4,2.8
18467,3,1,2,3,3,3.6
18468,4,1,3,3,4,3
18469,4,1,2,3,4,3.2
18470,4,1,2,3,3,3.4
18471,3,1,2,2,2,3.6
18472,3,2,2,3,1,3.8
18473,3,2,2,3,4,3.2
18474,4,1,2,3,4,3.2
18475,4,2,2,3,4,3
18476,3,2,3,3,4,3
18477,3,2,2,2,3,3.2
18478,3,2,2,2,3,3.2
18479,3,2,2,2,3,3.2
18480,3,2,2,2,3,3.2
18481,4,1,2,2,3,3.2
18482,3,1,2,3,2,3.8
18483,3,1,2,3,3,3.6
18484,3,1,2,3,2,3.8
18485,4,1,2,3,3,3.4
18486,4,2,2,3,4,3
18487,4,1,3,2,4,2.8
18488,4,2,3,3,4,2.8
18489,4,1,3,2,4,2.8
18490,4,2,2,3,3,3.2
18491,4,2,2,3,3,3.2
18492,4,1,2,3,3,3.4
18493,4,2,2,3,3,3.2
18494,3,1,2,3,3,3.6
18495,4,1,3,3,3,3.2
18496,3,1,1,3,2,4
18497,4,1,3,3,3,3.2
18498,2,1,2,2,2,3.8
18499,2,1,1,3,2,4.2
18500,3,2,2,3,3,3.4
18501,3,2,2,2,3,3.2
18502,3,2,2,2,3,3.2
18503,3,1,2,3,2,3.8
18504,3,2,2,2,3,3.2
18505,3,1,2,2,2,3.6
18506,2,2,1,4,3,4
18507,2,2,1,3,3,3.8
18508,4,4,4,4,1,3
18509,3,2,2,2,2,3.4
18510,2,1,2,2,2,3.8
18511,3,2,2,3,3,3.4
18512,3,3,3,3,3,3
18513,2,2,2,3,2,3.8
18514,2,2,2,2,2,3.6
18515,2,2,2,2,2,3.6
18516,2,2,2,3,2,3.8
18517,2,2,2,3,2,3.8
18518,2,2,2,3,2,3.8
18519,2,2,3,3,2,3.6
18520,3,1,2,3,2,3.8
18521,3,1,1,3,2,4
18522,3,1,2,2,2,3.6
18523,2,1,1,3,2,4.2
18524,3,1,1,3,2,4
18525,3,1,1,3,2,4
18526,2,3,3,3,2,3.4
18527,2,2,2,2,2,3.6
18528,3,2,2,2,3,3.2
18529,2,2,2,2,2,3.6
18530,2,2,2,2,2,3.6
18531,2,2,2,3,2,3.8
18532,3,2,2,3,2,3.6
18533,2,2,2,3,2,3.8
18534,2,1,1,3,2,4.2
18535,2,2,2,3,2,3.8
18536,2,3,2,2,2,3.4
18537,2,2,2,2,2,3.6
18538,1,2,2,5,1,4.6
18539,2,2,2,5,1,4.4
18540,2,3,2,5,3,3.8
18541,3,3,2,4,3,3.4
18542,2,3,3,4,3,3.4
18543,4,3,3,4,4,2.8
18544,3,2,2,3,3,3.4
18545,4,2,3,3,4,2.8
18546,4,2,3,3,4,2.8
18547,4,2,3,3,4,2.8
18548,4,1,3,3,2,3.4
18549,3,2,2,3,3,3.4
18550,4,2,3,3,3,3
18551,4,2,3,3,4,2.8
18552,2,2,2,2,2,3.6
18553,2,3,3,2,3,3
18554,2,3,3,3,3,3.2
18555,2,2,2,4,2,4
18556,3,3,3,3,4,2.8
18557,3,3,3,3,4,2.8
18558,3,3,3,3,3,3
18559,3,3,3,3,3,3
18560,3,2,2,3,3,3.4
18561,3,3,3,2,3,2.8
18562,3,3,3,3,3,3
18563,3,2,2,2,3,3.2
18564,3,2,2,2,3,3.2
18565,3,2,2,2,3,3.2
18566,3,2,2,2,3,3.2
18567,2,2,2,2,2,3.6
18568,2,2,3,3,2,3.6
18569,2,1,2,3,1,4.2
18570,2,3,3,5,2,3.8
18571,2,1,3,4,2,4
18572,2,4,3,3,1,3.4
18573,3,2,3,4,4,3.2
18574,2,2,3,5,2,4
18575,2,1,2,2,2,3.8
18576,3,3,3,3,4,2.8
18577,4,4,4,3,4,2.2
18578,4,3,3,3,4,2.6
18579,4,4,4,3,4,2.2
18580,4,4,4,3,4,2.2
18581,4,4,4,3,4,2.2
18582,4,3,3,3,4,2.6
18583,3,3,3,3,4,2.8
18584,3,3,3,3,3,3
18585,3,3,3,3,3,3
18586,3,2,2,3,3,3.4
18587,3,3,3,3,3,3
18588,3,3,3,3,3,3
18589,3,3,3,3,4,2.8
18590,3,3,2,2,3,3
18591,3,3,3,3,3,3
18592,3,3,3,3,3,3
18593,3,2,2,3,3,3.4
18594,3,3,3,4,3,3.2
18595,3,3,4,3,4,2.6
18596,3,3,4,3,3,2.8
18597,3,3,3,3,4,2.8
18598,3,3,3,4,3,3.2
18599,3,3,3,3,3,3
18600,3,2,2,2,3,3.2
18601,4,3,3,3,4,2.6
18602,4,2,3,3,5,2.6
18603,4,1,3,3,5,2.8
18604,4,2,3,3,4,2.8
18605,4,2,3,3,5,2.6
18606,4,3,3,3,4,2.6
18607,4,1,3,3,5,2.8
18608,4,3,4,3,5,2.2
18609,4,4,4,4,4,2.4
18610,4,3,3,3,4,2.6
18611,4,2,3,3,4,2.8
18612,3,2,3,3,4,3
18613,4,3,3,3,4,2.6
18614,3,3,3,3,4,2.8
18616,3,3,3,3,4,2.8
18617,4,2,3,4,5,2.8
18619,3,3,3,3,4,2.8
18620,3,4,4,3,4,2.4
18621,3,3,3,3,4,2.8
18622,3,3,3,3,3,3
18623,3,2,2,3,3,3.4
18624,3,2,3,3,4,3
18625,3,3,2,3,4,3
18626,3,2,2,3,3,3.4
18627,3,2,2,2,3,3.2
18632,3,4,4,3,4,2.4
18637,4,3,3,3,4,2.6
18640,2,3,3,3,3,3.2
18641,3,2,3,3,3,3.2
18642,3,3,4,3,4,2.6
18643,3,4,4,3,4,2.4
18644,3,4,4,3,4,2.4
18645,3,3,4,3,4,2.6
18646,3,4,4,3,4,2.4
18647,2,3,3,4,2,3.6
18648,3,4,4,3,4,2.4
18649,3,3,4,3,3,2.8
18650,2,3,3,4,3,3.4
18651,2,3,3,3,3,3.2
18652,3,3,3,3,3,3
18653,3,2,3,2,3,3
18654,3,2,2,2,3,3.2
18655,3,3,3,2,3,2.8
18656,3,2,2,2,3,3.2
18657,3,4,4,4,4,2.6
18658,2,3,3,3,3,3.2
18659,3,2,2,2,3,3.2
18660,3,2,2,2,3,3.2
18661,3,2,2,2,2,3.4
18662,3,3,3,3,4,2.8
18663,4,3,3,3,4,2.6
